factor	Group		
nope	IF1A_WHEAT		
nope	SMD2_CAEEL		
nope	OML2_ORYSJ		
nope	THUM1_DROME		
nope	AROD3_ARATH		
nope	U1159_ARATH		
nope	SYP81_ARATH		
nope	ADAT3_MOUSE		
nope	MDA2_ARATH		
nope	PUB35_ARATH		
nope	NRPBA_ARATH		
nope	ITPA_SORBI		
nope	PDPK2_ARATH		
nope	DCNL1_CHICK		
nope	TOP6B_ORYSI		
nope	CHR23_ARATH		
nope	PDX11_ORYSJ		
nope	RL132_BRANA		
nope	SUMO1_ORYSJ		
nope	TRUB_THEFY		
nope	IMA1A_ORYSJ		
nope	RL291_ARATH		
nope	KPRS1_ORYSJ		
nope	U88A1_ARATH		
nope	PERK1_ARATH		
nope	DA1_ARATH		
nope	ACC2_ORYSJ		
nope	OPR2_ORYSJ		
nope	ATG11_ARATH		
nope	MD19B_ARATH		
nope	RB45B_ARATH		
nope	T5AT_TAXWC		
nope	ACLA3_ORYSJ		
nope	AMO_ARATH		
nope	LTPG1_ARATH		
nope	MNB1A_MAIZE		
nope	SKIP8_ARATH		
nope	TYDC1_ORYSJ		
nope	MAON_SOLTU		
nope	PPR26_ARATH		
nope	CISY2_ARATH		
nope	EMC89_ARATH		
nope	PIR_ARATH		
nope	SAPK1_ORYSJ		
nope	GRXC6_ORYSJ		
nope	HST_TOBAC		
nope	RDO2_ARATH		
nope	IPO5_HUMAN		
nope	ARI5_ARATH		
nope	PSA4B_ORYSJ		
nope	ZEP_ONCHC		
nope	RB11D_TOBAC		
nope	LPAI_ARATH		
nope	TBCD5_MOUSE		
nope	HSFA1_ORYSJ		
nope	U85A7_ARATH		
nope	LACS8_ARATH		
nope	CBP23_HORVU		
nope	NAT9_NEMVE		
nope	Y2626_ARATH		
nope	OHP2_ORYSJ		
nope	RNS2_ARATH		
nope	Y2706_ARATH		
nope	BBX22_ARATH		
nope	CYSKP_ARATH		
nope	AB6I_ARATH		
nope	ACLA2_ORYSJ		
nope	SUT2_ORYSJ		
nope	GACP2_ARATH		
nope	ALFL7_ORYSI		
nope	TCPH_ARATH		
nope	PPA28_ARATH		
nope	PIP15_MAIZE		
nope	RU2A_ARATH		
nope	RPT3_ARATH		
nope	5NG4_PINTA		
nope	TLP11_ORYSJ		
nope	LHT1_ARATH		
nope	GDI2_ARATH		
nope	U548_ARATH		
nope	YI01_SCHPO		
nope	YLMG2_ARATH		
nope	PI3K1_SOYBN		
nope	A1CF_PONAB		
nope	DDI1_ASPCL		
nope	TASP1_ARATH		
nope	HMA4_ARATH		
nope	U80A2_ARATH		
nope	DCTP1_MOUSE		
nope	PP187_ARATH		
nope	SAC8_ARATH		
nope	PST2_GOSHI		
nope	SK1_ORYSJ		
nope	YSL16_ORYSJ		
nope	NIPA_XENTR		
nope	SYT3_ARATH		
nope	EDR2_ARATH		
nope	DAPA_COILA		
nope	GLTB_MAIZE		
nope	YDJ7_SCHPO		
nope	MORC4_HUMAN		
nope	SCPDL_ARATH		
nope	CYSP2_HORVU		
nope	LPXA_ARATH		
nope	CBWD7_HUMAN		
nope	LA1_ARATH		
nope	PUR4_ARATH		
nope	SMC1_ARATH		
nope	MNMG_TRIEI		
nope	UCH3_ARATH		
nope	YUC4_ARATH		
nope	CML22_ARATH		
nope	SKIP_ARATH		
nope	FAB1D_ARATH		
nope	EF2_ARATH		
nope	SDR1_PICAB		
nope	FAHD1_DICDI		
nope	MYB30_ARATH		
nope	PAP2_ORYSJ		
nope	B561A_ARATH		
nope	EER5_ARATH		
nope	RL183_ARATH		
nope	PMTN_ARATH		
nope	HERK_ARATH		
nope	DCL4_ORYSJ		
nope	SETD3_XENTR		
nope	DHSO_ARATH		
nope	YCF54_PORPU		
nope	HF101_ORYSJ		
nope	IAA1_ORYSJ		
nope	PUMP3_ARATH		
nope	WRK67_ARATH		
nope	PEPD_DICDI		
nope	VPS9A_ARATH		
nope	FABG_CUPLA		
nope	OPA3_SCHPO		
nope	JI23_HORVU		
nope	AB8A_ARATH		
nope	CXE17_ARATH		
nope	DEGP8_ARATH		
nope	DNAJ_NITEC		
nope	MTP5_ORYSJ		
nope	ARAK_ARATH		
nope	TP1A_MALDO		
nope	TOP1_SYNY3		
nope	CTF77_ARATH		
nope	MENG_LACLA		
nope	RUS2_ARATH		
nope	BLH4_ARATH		
nope	ERS2_ORYSI		
nope	CCP41_ORYSJ		
nope	MBF1A_ARATH		
nope	PER16_ARATH		
nope	PP207_ARATH		
nope	SYS_HELAN		
nope	DMPD_PSEUF		
nope	HGNAT_MOUSE		
nope	ASCC1_MOUSE		
nope	PP1_MEDSV		
nope	CRS2_MAIZE		
nope	RS7_SECCE		
nope	DDB1_SOLCE		
nope	TRL11_ORYSJ		
nope	ATL52_ARATH		
nope	ALDO1_ORYSJ		
nope	TRA1_YEAST		
nope	C3H19_ORYSJ		
nope	LEU1A_SOLPN		
nope	RL36A_ARATH		
nope	CNG20_ARATH		
nope	PHT18_ORYSJ		
nope	PSY1_SOLLC		
nope	IDH1_ARATH		
nope	WAK4_ARATH		
nope	OTUD5_HUMAN		
nope	YTCJ_BACSU		
nope	RPD2B_ARATH		
nope	PUB63_ARATH		
nope	CTL1_ARATH		
nope	CRTSO_ARATH		
nope	GLU2B_ORYSI		
nope	VATC_HORVU		
nope	TAL_HAES1		
nope	PMTS_ARATH		
nope	CAND1_ARATH		
nope	C93A2_SOYBN		
nope	RS7_HORVU		
nope	OST4A_ORYSJ		
nope	PXL2_ARATH		
nope	CSPL8_ARATH		
nope	AP4M_ARATH		
nope	PEPD_RAT		
nope	TLDC1_MOUSE		
nope	HKT9_ORYSJ		
nope	MET7A_HUMAN		
nope	FK202_ARATH		
nope	MAD50_ORYSJ		
nope	GLR35_ARATH		
nope	PLA1_PLAAC		
nope	STR14_ARATH		
nope	PPR32_ARATH		
nope	ANAG_HUMAN		
nope	DADD_METS3		
nope	EBFC2_ARATH		
nope	SRD2_ARATH		
nope	TTL_ARATH		
nope	FAX1_ARATH		
nope	CX062_HUMAN		
nope	FOLD1_ARATH		
nope	ADT_ORYSJ		
nope	NOC3L_DANRE		
nope	ACBP2_ARATH		
nope	HAK2_ORYSJ		
nope	SMT1_ORYSJ		
nope	DCNL4_DANRE		
nope	OTU1_DICDI		
nope	LMLN_DROPS		
nope	RLT2_ARATH		
nope	SAS10_RAT		
nope	TPR2_ARATH		
nope	C3H15_ORYSJ		
nope	STAD2_ORYSJ		
nope	GMK2_ORYSJ		
nope	RK19_SPIOL		
nope	CYSKP_SPIOL		
nope	Y494_SHESR		
nope	LATE_ARATH		
nope	TUL1_YEAST		
nope	CRWN1_ARATH		
nope	NAC83_ARATH		
nope	BIN4_ARATH		
nope	SGS3_ORYSJ		
nope	SM3L2_ARATH		
nope	TPST_ARATH		
nope	SDH7_ORYSJ		
nope	SYS1_DICDI		
nope	TAL_RENSM		
nope	AGD3_ARATH		
nope	HEN1_ARATH		
nope	CP21C_ARATH		
nope	INT9_DICDI		
nope	GCP5_MOUSE		
nope	TIM10_ARATH		
nope	SAT2_ORYSJ		
nope	RB27C_DROME		
nope	CYSK2_BRAJU		
nope	P2A10_ARATH		
nope	TMCO4_HUMAN		
nope	RH52B_ORYSJ		
nope	GRPE_SYNS9		
nope	NEK5_ORYSJ		
nope	CRNL1_HUMAN		
nope	RBL3_ARATH		
nope	SERA2_ARATH		
nope	C90B1_ARATH		
nope	TET19_ARATH		
nope	TBB7_MAIZE		
nope	NAS9_HORVU		
nope	NRPE1_ARATH		
nope	AP1S1_ARATH		
nope	AAE12_ARATH		
nope	C81F3_ARATH		
nope	OST48_ORYSJ		
nope	GLU2B_ORYSJ		
nope	SAE2_ARATH		
nope	AHSA1_HUMAN		
nope	RIC1_MOUSE		
nope	Y7633_ORYSJ		
nope	LHY_ARATH		
nope	DI3L2_ARATH		
nope	PAPD7_MOUSE		
nope	RR1_SPIOL		
nope	DWA2_ARATH		
nope	LRP1C_ARATH		
nope	IAA19_ORYSJ		
nope	PP190_ARATH		
nope	MAOC_ORYSJ		
nope	G3BP_SCHPO		
nope	AT18G_ARATH		
nope	TYPA_SHIFL		
nope	MYB44_ARATH		
nope	GLYR1_ARATH		
nope	C1D_XENLA		
nope	UFL1_ORYSJ		
nope	SCP2_ARATH		
nope	AB26B_ARATH		
nope	NDUA1_ARATH		
nope	CHR19_ARATH		
nope	GRPE_BRASO		
nope	MAOX_VITVI		
nope	PHL1_ARATH		
nope	MIOX_ORYSJ		
nope	AATPB_ARATH		
nope	SKI22_ARATH		
nope	PSBO_TOBAC		
nope	IF4G2_ORYSJ		
nope	HA22K_ARATH		
nope	NHX7_ARATH		
nope	PSMG4_HUMAN		
nope	PCKA_MAIZE		
nope	RL20_RHOCS		
nope	YPI2_CANAL		
nope	VP13C_HUMAN		
nope	MGDG3_ORYSJ		
nope	RH34_ORYSJ		
nope	CNO11_HUMAN		
nope	DPO5_SCHPO		
nope	GOT1_YEAST		
nope	VAC8_CANGA		
nope	BPM2_ARATH		
nope	WRK32_ARATH		
nope	VPS18_MOUSE		
nope	RSLE1_ORYSJ		
nope	DNAJ_FUSNN		
nope	LPP3_ARATH		
nope	TAF2_ARATH		
nope	DRP3B_ARATH		
nope	NOP56_HUMAN		
nope	NNJA5_MAIZE		
nope	TYW1_ORYSJ		
nope	PSBM_SORBI		
nope	MNME_ACAM1		
nope	Y3804_ARATH		
nope	VTI13_ARATH		
nope	BEL1_ARATH		
nope	TPP2_ARATH		
nope	NPY2_ARATH		
nope	KPYC1_ORYSJ		
nope	ACPM2_ARATH		
nope	CREC_NEOFI		
nope	NCBP1_ORYSJ		
nope	LCKB2_ARATH		
nope	ATP5H_ARATH		
nope	RDM4_ARATH		
nope	FIMB5_ARATH		
nope	SYT4_ARATH		
nope	R27A3_ARATH		
nope	MYOB2_ARATH		
nope	Y4845_ARATH		
nope	C85A1_ORYSJ		
nope	ALG2_MOUSE		
nope	GT52_ORYSJ		
nope	Y2287_ARATH		
nope	FAD4_ARATH		
nope	P2C65_ORYSJ		
nope	SMU1_ARATH		
nope	PP142_ARATH		
nope	AMO_LENCU		
nope	TRPB2_MAIZE		
nope	PRP8_HUMAN		
nope	NFYC3_ARATH		
nope	GDL8_ARATH		
nope	NAC45_ARATH		
nope	RRN3_MOUSE		
nope	SCP17_ARATH		
nope	ACA1_ORYSJ		
nope	MBOA1_ARATH		
nope	ISPD_ORYSJ		
nope	ERLN2_BOVIN		
nope	ESR1_ARATH		
nope	DDL_GEOSM		
nope	RELA_STAAW		
nope	TCMO_ARATH		
nope	SR54C_ARATH		
nope	UBC24_ARATH		
nope	RL261_ARATH		
nope	KPYC_SOYBN		
nope	FBL10_ARATH		
nope	UBC32_ARATH		
nope	SYFM_ARATH		
nope	XRN3_ARATH		
nope	TRIP4_HUMAN		
nope	VIAF1_DROME		
nope	G3PC3_MAIZE		
nope	EF1G2_ORYSJ		
nope	E137_ARATH		
nope	CSTR2_ORYSJ		
nope	GOLS1_ARATH		
nope	RS6_ALCBS		
nope	EDR2L_ARATH		
nope	MPV17_DANRE		
nope	PLDL_CAEEL		
nope	SC35_ARATH		
nope	CINV1_ORYSJ		
nope	WNK7_ORYSJ		
nope	SLAH3_ARATH		
nope	DEK_HUMAN		
nope	Y875_SYNY3		
nope	EX84B_ARATH		
nope	AL7B4_ARATH		
nope	PPID_MOUSE		
nope	PP346_ARATH		
nope	VPS50_RAT		
nope	CTNS_ARATH		
nope	OTP51_ORYSJ		
nope	DEXH1_ARATH		
nope	SIGB_ARATH		
nope	GLU2A_ORYSJ		
nope	EF4L4_ARATH		
nope	PUM5_ARATH		
nope	BUB31_ARATH		
nope	CPR5_ARATH		
nope	NACK2_TOBAC		
nope	HAK8_ORYSJ		
nope	SH3P1_ARATH		
nope	AB10C_ARATH		
nope	Y3236_ARATH		
nope	MDAR5_ARATH		
nope	RRA3_ARATH		
nope	MTR4_ARATH		
nope	NAC73_ARATH		
nope	SKI30_ARATH		
nope	MSI1H_RAT		
nope	MA656_ARATH		
nope	MET18_DICDI		
nope	MNB1B_MAIZE		
nope	PPCK2_ARATH		
nope	DRL22_ARATH		
nope	TI205_ARATH		
nope	Y3250_JANMA		
nope	R3HC1_MOUSE		
nope	ERCC2_ARATH		
nope	CBSX5_ARATH		
nope	PRI1_HUMAN		
nope	Y5390_ARATH		
nope	TBA4_GOSHI		
nope	RL10_VITRI		
nope	ATPF_SORBI		
nope	LGUL_ORYSJ		
nope	PLCD7_ARATH		
nope	CTF50_ARATH		
nope	UMP2_ARATH		
nope	WDR26_MOUSE		
nope	SMC5_ARATH		
nope	PIP24_MAIZE		
nope	UBA3_ARATH		
nope	RL40B_ORYSJ		
nope	LPSB_RHIME		
nope	RPB9B_ARATH		
nope	FK201_ARATH		
nope	AL3F1_ARATH		
nope	U76E2_ARATH		
nope	DSK2B_ARATH		
nope	GTE4_ARATH		
nope	LCV2_ARATH		
nope	PFPB_RICCO		
nope	RL101_ORYSJ		
nope	SPT41_ARATH		
nope	KSG1_ARATH		
nope	ADH2_MAIZE		
nope	WAP_ARATH		
nope	ASK21_ARATH		
nope	SUS1_ARATH		
nope	XPF_ARATH		
nope	SYF2_XENTR		
nope	MAO2_ARATH		
nope	NU107_ARATH		
nope	GAR2_SCHPO		
nope	FAX3_ARATH		
nope	ATL47_ARATH		
nope	URIC1_SOYBN		
nope	RL211_ARATH		
nope	PDR2_ARATH		
nope	XYLL3_ARATH		
nope	YHCW_BACSU		
nope	RGAP4_ARATH		
nope	SAR1A_ARATH		
nope	VHAA2_ARATH		
nope	GDL71_ARATH		
nope	KTAP2_IXOSC		
nope	SE14_ORYSJ		
nope	NOC4B_XENLA		
nope	LIN1_NYCCO		
nope	ZN598_HUMAN		
nope	COSA_ORYSJ		
nope	TOP1_ARATH		
nope	RCC2_MOUSE		
nope	DUS1L_RAT		
nope	BURP5_ORYSJ		
nope	METK_DENCR		
nope	IF2B_WHEAT		
nope	ERYG_SACEN		
nope	RGAPX_ARATH		
nope	AB17A_HUMAN		
nope	OEP7_ARATH		
nope	ZDH15_ARATH		
nope	NET4A_ARATH		
nope	VDAC2_ORYSJ		
nope	AATP9_ARATH		
nope	BD31B_ORYSJ		
nope	Y2446_ARATH		
nope	CCC11_ORYSJ		
nope	KISHA_PONAB		
nope	AMT33_ORYSJ		
nope	SF3B3_HUMAN		
nope	SERK2_ARATH		
nope	EIF2D_RABIT		
nope	KCY2_ORYSJ		
nope	RFS6_ARATH		
nope	PTR18_ARATH		
nope	C3H44_ORYSJ		
nope	PGLT1_MOUSE		
nope	CYC_MAIZE		
nope	LEUC_ARATH		
nope	HEXO1_ARATH		
nope	SEC3B_ARATH		
nope	TBA2_ELEIN		
nope	EFP_GLUOX		
nope	PER42_MAIZE		
nope	MINE1_ARATH		
nope	APK1A_ARATH		
nope	PUM4_ARATH		
nope	MORC6_ARATH		
nope	CPR49_ARATH		
nope	PP266_ARATH		
nope	G11A_ORYSI		
nope	CALSC_ARATH		
nope	LDAH_DICDI		
nope	PERK9_ARATH		
nope	TBL1R_MOUSE		
nope	LORF1_HUMAN		
nope	TFB1A_ARATH		
nope	COL2_ARATH		
nope	CMTA5_ARATH		
nope	TI110_ARATH		
nope	CNR1_MAIZE		
nope	TPC13_HUMAN		
nope	FATA1_ARATH		
nope	MCTS1_XENTR		
nope	BRTL3_ARATH		
nope	CEMA_CYAME		
nope	BRG3_ARATH		
nope	GPAT3_RAT		
nope	GRF11_ORYSJ		
nope	SAU39_ORYSJ		
nope	PAP4_ARATH		
nope	APRL4_ORYSJ		
nope	BAM1_ARATH		
nope	HEMH1_ORYSJ		
nope	C3H24_ARATH		
nope	COAD1_ORYSJ		
nope	M030_ARATH		
nope	CHIP_ARATH		
nope	TSJT1_TOBAC		
nope	SSRB_CANLF		
nope	FK164_ARATH		
nope	FBK29_ARATH		
nope	FA32A_XENTR		
nope	PMTF_ARATH		
nope	C04C1_PINTA		
nope	COI2_ORYSJ		
nope	SYP71_ARATH		
nope	Y3903_ARATH		
nope	SKI35_ARATH		
nope	IKU2_ARATH		
nope	YZR3_ARATH		
nope	CRK6_ARATH		
nope	MNME_SYNE7		
nope	PPSP3_ARATH		
nope	RH18_ORYSJ		
nope	RH28_ORYSJ		
nope	R10A3_ARATH		
nope	RGAP3_ARATH		
nope	ARID3_ARATH		
nope	AE7_ARATH		
nope	TBB3_ORYSJ		
nope	SKI16_ARATH		
nope	TPK2_ORYSJ		
nope	M3K1_ARATH		
nope	SCL30_ARATH		
nope	DAR1_ARATH		
nope	CLPR1_ARATH		
nope	CYF_MAIZE		
nope	NIPA7_ARATH		
nope	XYL3A_PRER2		
nope	MGLL_RAT		
nope	SPF30_DANRE		
nope	SYTM1_ARATH		
nope	SFH8_ARATH		
nope	CHID1_XENLA		
nope	ADF7_ORYSJ		
nope	SC231_CANGA		
nope	1MMP_ARATH		
nope	MDHG_ORYSJ		
nope	SPZX_HORVU		
nope	ARFD_ORYSJ		
nope	SP201_HUMAN		
nope	RL182_ARATH		
nope	LOG5_ARATH		
nope	NTH1_ARATH		
nope	LOXA_SOLLC		
nope	PAL2_ORYSI		
nope	WOX8_ORYSJ		
nope	TF2B_ORYSJ		
nope	MLO13_ARATH		
nope	SYVM1_ARATH		
nope	MYOB1_ARATH		
nope	RCE1_ARATH		
nope	ATL46_ARATH		
nope	BON3_ARATH		
nope	CSLD2_ORYSJ		
nope	THA1_ARATH		
nope	DDL_ARATH		
nope	TL16_ARATH		
nope	GSXL2_ARATH		
nope	SNAG_ARATH		
nope	YDR2_SCHPO		
nope	GT645_ARATH		
nope	ILL1_ORYSJ		
nope	KCS2_ARATH		
nope	CDL1_ARATH		
nope	GLYK_ARATH		
nope	RQSIM_ARATH		
nope	EAF1A_ARATH		
nope	Y1815_ARATH		
nope	NCOR1_XENTR		
nope	EI2BE_SCHPO		
nope	SYEC_ARATH		
nope	PLP3B_ARATH		
nope	VPS41_SOLLC		
nope	ASK4_ARATH		
nope	RS173_ARATH		
nope	RKP_ARATH		
nope	TAL_NEIMB		
nope	SND1_DANRE		
nope	KPYC2_ORYSJ		
nope	PSBY_SPIOL		
nope	PXC3_ARATH		
nope	PGMB_ECOLI		
nope	PIP12_MAIZE		
nope	PLP2_ARATH		
nope	TPPC5_DICDI		
nope	ING1_ARATH		
nope	Y5738_ARATH		
nope	ARID5_ARATH		
nope	PPOC_ORYSJ		
nope	ARF2_ORYSJ		
nope	YELS_SCHPO		
nope	PP200_ARATH		
nope	PSMD6_ORYSJ		
nope	RBP56_HUMAN		
nope	APBLC_ARATH		
nope	14338_ORYSJ		
nope	DEGPL_HAHCH		
nope	BPM1_ARATH		
nope	RNZ2_MOUSE		
nope	Y5957_ARATH		
nope	DNAJ6_ARATH		
nope	FENR1_TOBAC		
nope	KCA2_ARATH		
nope	MPK9_ORYSJ		
nope	APX2_ORYSJ		
nope	ORR23_ORYSI		
nope	CER3_ARATH		
nope	COPZ1_ORYSJ		
nope	VP52B_ARATH		
nope	CDPK5_SOLTU		
nope	AAE11_ARATH		
nope	QPCT_ARATH		
nope	RUVB2_DICDI		
nope	RCL1_ARATH		
nope	DCI1_ARATH		
nope	MY1R1_SOLTU		
nope	FES1_ASPTN		
nope	MYBC_MAIZE		
nope	FLK_ARATH		
nope	PSRP6_ARATH		
nope	C701S_ORYSJ		
nope	RK15_PEA		
nope	FAX6_ARATH		
nope	NAA16_HUMAN		
nope	DIR3_ARATH		
nope	RZ1B_ARATH		
nope	SAP18_ARATH		
nope	FOLD4_ARATH		
nope	MBRL_HUMAN		
nope	ISPG_ORYSJ		
nope	SRK_ARATH		
nope	TTC7B_MOUSE		
nope	IF5A_MAIZE		
nope	PHT15_ORYSJ		
nope	MORC7_ARATH		
nope	UBP1_NICPL		
nope	PIEZO_ARATH		
nope	CDC5L_ARATH		
nope	GPDL4_ARATH		
nope	IDE_BOVIN		
nope	CEST_ORYSJ		
nope	TEB_ARATH		
nope	RING3_ARATH		
nope	YQ77_SCHPO		
nope	TLP3_ORYSJ		
nope	TRIP4_MOUSE		
nope	MTNA_MAIZE		
nope	PSAG_HORVU		
nope	SYF1_MOUSE		
nope	Y5436_ARATH		
nope	NDHU_ARATH		
nope	PROSC_MOUSE		
nope	LONP2_MAIZE		
nope	R13A4_ARATH		
nope	DRP1E_ARATH		
nope	CML21_ARATH		
nope	R15A5_ARATH		
nope	HOX20_ORYSJ		
nope	ATD1A_DANRE		
nope	GCP2_ARATH		
nope	RS11_MAIZE		
nope	NMNAT_ORYSJ		
nope	SORCN_SCHJA		
nope	UTP14_YEAST		
nope	HGS_RAT		
nope	PUM1_ARATH		
nope	MYOB6_ARATH		
nope	HSDD1_ARATH		
nope	TBC15_MOUSE		
nope	IPO11_HUMAN		
nope	XYLB_BOVIN		
nope	ZW10_ARATH		
nope	TET2_ARATH		
nope	PS10A_ARATH		
nope	CALUA_DANRE		
nope	DTX43_ARATH		
nope	LOX23_HORVU		
nope	DJ1B_ARATH		
nope	NPC2_ASPOR		
nope	ZAPE_ECOLI		
nope	FRL3_ARATH		
nope	DHB8_HUMAN		
nope	ABA2_NICPL		
nope	HMA5_ARATH		
nope	WDR89_DICDI		
nope	GPAT3_ARATH		
nope	PP363_ARATH		
nope	LRGUK_MOUSE		
nope	MCD4_CHAGB		
nope	PRP31_MOUSE		
nope	AGD2_ARATH		
nope	MAA3_ARATH		
nope	IMAP2_ORYSJ		
nope	DYAD_ARATH		
nope	SNX16_MOUSE		
nope	Y4523_ARATH		
nope	SYRM_ARATH		
nope	MPC4_ARATH		
nope	RU2B_ORYSI		
nope	RH58_ORYSJ		
nope	METL1_ARATH		
nope	MORC3_ARATH		
nope	DME_ARATH		
nope	U87A2_ARATH		
nope	VAC14_ARATH		
nope	UBP26_ORYSJ		
nope	LMBD1_ORYSJ		
nope	S40A1_ORYSJ		
nope	PFKA5_ARATH		
nope	PSAN_MAIZE		
nope	HSFA3_ORYSJ		
nope	FB92_ARATH		
nope	GPDA_CUPLA		
nope	IMCE_ORYSJ		
nope	DTX29_ARATH		
nope	UPS2_ARATH		
nope	PP374_ARATH		
nope	PP2A3_ORYSJ		
nope	GRV2_ARATH		
nope	AN13C_DANRE		
nope	ATPA_SACHY		
nope	CIPKA_ORYSJ		
nope	PXN_ARATH		
nope	MD26B_ARATH		
nope	DTX19_ARATH		
nope	PPR51_ARATH		
nope	PTP1_ARATH		
nope	VPS39_MOUSE		
nope	GOGC5_ARATH		
nope	WAKLO_ARATH		
nope	OBGM_ORYSJ		
nope	PHYC_SORBI		
nope	SERC3_PONAB		
nope	OHP1_ORYSJ		
nope	ASHH2_ARATH		
nope	RS21_MAIZE		
nope	FLXL1_ARATH		
nope	RNFT2_HUMAN		
nope	DNJH2_ALLPO		
nope	NRDE2_MOUSE		
nope	SUVR4_ARATH		
nope	KSG7_ARATH		
nope	Y5564_ARATH		
nope	SLU7_ORYSJ		
nope	IAAT_MAIZE		
nope	TOP2_ARATH		
nope	TOM20_ORYSJ		
nope	SPB1_DICDI		
nope	PSD2B_ARATH		
nope	ABHDD_DANRE		
nope	PPR45_ARATH		
nope	OBE2_ARATH		
nope	PLP3_ARATH		
nope	TAF5_ARATH		
nope	UBC37_ARATH		
nope	FB302_ARATH		
nope	SD11_ARATH		
nope	PITH1_HUMAN		
nope	SKIP4_ARATH		
nope	QORH_ARATH		
nope	TGD2_ARATH		
nope	KAD2_ORYSJ		
nope	CSN2_ARATH		
nope	SCD1_ARATH		
nope	SAC3B_ARATH		
nope	U73E1_STERE		
nope	GNOM_ARATH		
nope	ISAM1_ARATH		
nope	G3PB_PEA		
nope	AB11B_ARATH		
nope	PRP4_SCHPO		
nope	AUG8_ARATH		
nope	SEC5B_ARATH		
nope	CSC1L_BRAJU		
nope	TMK3_ARATH		
nope	ASR1_SOLLC		
nope	TCPG_ARATH		
nope	HEAT6_XENLA		
nope	SECY_MAIZE		
nope	PP426_ARATH		
nope	RPD1_ARATH		
nope	DIR17_ARATH		
nope	SAC4_ARATH		
nope	HAK18_ORYSJ		
nope	GATA9_ARATH		
nope	LCMT1_RAT		
nope	IAA17_ORYSJ		
nope	RPAP3_MOUSE		
nope	NPS11_ARATH		
nope	PHOT2_ORYSJ		
nope	ANXD5_ARATH		
nope	PPP7_ARATH		
nope	FIGL1_MOUSE		
nope	COPD1_ORYSJ		
nope	PER35_ARATH		
nope	CATA1_MAIZE		
nope	GPX4_ARATH		
nope	AAE17_ARATH		
nope	RK31_ARATH		
nope	MFP2_ARATH		
nope	IF62_ARATH		
nope	PLST4_ARATH		
nope	CIPK2_ORYSJ		
nope	GID8_HUMAN		
nope	SYL_GEOSW		
nope	PP361_ARATH		
nope	SEC22_ARATH		
nope	SGPL_ORYSJ		
nope	TAR1_KLULA		
nope	BRG1_ARATH		
nope	RS141_MAIZE		
nope	FN3KR_ORYSJ		
nope	CAS_ORYSJ		
nope	ODPB1_ORYSJ		
nope	PTST_ARATH		
nope	CSLH1_ORYSJ		
nope	SAE1A_ARATH		
nope	CTBL1_BOVIN		
nope	RPI3_ARATH		
nope	Y3800_AROAE		
nope	DNJH_CUCSA		
nope	TPC11_CHICK		
nope	RCCR_HORVU		
nope	C3H53_ORYSJ		
nope	AP2A2_ARATH		
nope	SPE1_ORYSJ		
nope	C3H65_ORYSJ		
nope	EMB8_PICGL		
nope	EIF3E_ARATH		
nope	DDRGK_ORYSJ		
nope	GAGT3_ARATH		
nope	YIPF1_DICDI		
nope	TOR_ORYSJ		
nope	RS3A_ORYSJ		
nope	COX19_MAGOY		
nope	SYM_ORYSJ		
nope	CMTA6_ARATH		
nope	MAEA_DANRE		
nope	CIPKV_ORYSJ		
nope	CEP1_ARATH		
nope	NCKP1_ORYSJ		
nope	VIL1_ARATH		
nope	PGKH_WHEAT		
nope	ESD4_ARATH		
nope	HIP26_ARATH		
nope	AROG_SOLLC		
nope	NB5R1_ARATH		
nope	NIR_MAIZE		
nope	NIA1_ORYSJ		
nope	APK1B_ARATH		
nope	PSD1A_ARATH		
nope	MCE1_MOUSE		
nope	HAK14_ORYSJ		
nope	P2C08_ORYSJ		
nope	TF3B_MOUSE		
nope	KIP1_PETIN		
nope	PUB27_ARATH		
nope	GSXL4_ARATH		
nope	NLE1_ARATH		
nope	PAF1_ARATH		
nope	ICDHC_ARATH		
nope	C3H30_ORYSJ		
nope	YCF23_ANTSP		
nope	P2C39_ORYSJ		
nope	UFAA1_MYCTU		
nope	MYO11_ARATH		
nope	SCP4_ARATH		
nope	UMPS1_ORYSJ		
nope	RGAP6_ARATH		
nope	RK17_TOBAC		
nope	TUN_ARATH		
nope	RK27_ORYSJ		
nope	AGO1C_ORYSJ		
nope	NFYB_MAIZE		
nope	PAXB1_HUMAN		
nope	ORR23_ORYSJ		
nope	U75D1_ARATH		
nope	NOS_ORYSJ		
nope	RH33_ARATH		
nope	IF4B1_WHEAT		
nope	SUT41_ARATH		
nope	ASCL_SOLLC		
nope	ERGI3_DANRE		
nope	MRS2F_ORYSJ		
nope	PPR3_ARATH		
nope	CCB3_ARATH		
nope	PR1B5_ARATH		
nope	RL17_MAIZE		
nope	BX9_MAIZE		
nope	6PGD1_ORYSJ		
nope	SOT3_ARATH		
nope	ULP2B_ARATH		
nope	SPS1_ORYSJ		
nope	RBS_SACHY		
nope	ALF_ORYSJ		
nope	TIC32_ARATH		
nope	GYP1_SCHPO		
nope	SC24C_ARATH		
nope	PNSB4_ARATH		
nope	STORR_PAPSO		
nope	SAC3A_ARATH		
nope	UPTG_MAIZE		
nope	CIPK6_ORYSJ		
nope	PP6R3_CHICK		
nope	Y1515_ARATH		
nope	SFH12_ARATH		
nope	HMG15_ARATH		
nope	ANM3_ORYSJ		
nope	PDI22_ORYSJ		
nope	CML10_ORYSJ		
nope	DPOD1_ORYSJ		
